uid,pmcid,title,journal,pubdate,authors,doi,query_source,year
11188628,PMC11188628,Vascular Ehlers-Danlos Syndrome: A Comprehensive Natural History Study in a Dutch National Cohort of 142 Patients.,Circ Genom Precis Med,2024 Jun,Demirdas S; van den Bersselaar LM; Lechner R; Bos J; Alsters SIM; Baars MJH; Baas AF; Baysal Ö; van der Crabben SN; Dulfer E; Giesbertz NAA; Helderman-van den Enden ATJM; Hilhorst-Hofstee Y; Kempers MJE; Komdeur FL; Loeys B; Majoor-Krakauer D; Ockeloen CW; Overwater E; van Tintelen PJ; Voorendt M; de Waard V; Maugeri A; Brüggenwirth HT; van de Laar IMBH; Houweling AC,10.1161/CIRCGEN.122.003978,EDS_hEDS,2024
11188875,PMC11188875,Esophageal Striae as a Possible Gastrointestinal Manifestation of Hypermobile Ehlers-Danlos Syndrome.,ACG Case Rep J,2024 Jun,Eckardt AJ; Wehrmann T; Brueck CC,10.14309/crj.0000000000001393,EDS_hEDS,2024
11143781,PMC11143781,Intraocular lens calcification in a patient with Ehlers-Danlos syndrome.,Am J Ophthalmol Case Rep,2024 Sep,Maguire MJ; Munro DJ; Merz P; Laidlaw A; Auffarth GU,10.1016/j.ajoc.2024.102080,EDS_hEDS,2024
11120992,PMC11120992,Can Hemorrhagic Stroke Genetics Help Forensic Diagnosis in Pediatric Age (<5 Years Old)?,Genes (Basel),2024 May 13,Treves B; Sonnini E; La Russa R; Del Duca F; Ghamlouch A; De Matteis A; Trignano C; Marchal JA; Carrillo E; Napoletano G; Maiese A,10.3390/genes15050618,EDS_hEDS,2024
11095771,PMC11095771,Management of childbearing with hypermobile Ehlers-Danlos syndrome and hypermobility spectrum disorders: A scoping review and expert co-creation of evidence-based clinical guidelines.,PLoS One,2024,Pezaro S; Brock I; Buckley M; Callaway S; Demirdas S; Hakim A; Harris C; High Gross C; Karanfil M; Le Ray I; McGillis L; Nasar B; Russo M; Ryan L; Blagowidow N,10.1371/journal.pone.0302401,EDS_hEDS,2024
11082880,PMC11082880,Editorial: Ehlers-Danlos syndrome: from bedside to bench.,Front Genet,2024,Kosho T; Hayashi S; Matsumoto KI; Syx D; Kaur A,10.3389/fgene.2024.1399386,EDS_hEDS,2024
11058070,PMC11058070,Increased Opioid Use in Patients With Ehlers-Danlos Syndrome Before and After Total Hip Arthroplasty.,Arthroplast Today,2024 Jun,Kelly M; Kagan RP; Yoo J,10.1016/j.artd.2024.101390,EDS_hEDS,2024
11010766,PMC11010766,Temporomandibular disorders among Ehlers-Danlos syndromes: a narrative review.,J Int Med Res,2024 Apr,Oelerich O; Daume L; Yekkalam N; Hanisch M; Menne MC,10.1177/03000605241242582,EDS_hEDS,2024
10988040,PMC10988040,Iliac artery dissection and rupture in a patient with classic Ehlers-Danlos syndrome due to COL5A1 null variant.,J Vasc Surg Cases Innov Tech,2024 Jun,Pujari A; Shalhub S,10.1016/j.jvscit.2024.101443,EDS_hEDS,2024
10974947,PMC10974947,An Unusual Case of Hemothorax in an Ehlers-Danlos Syndrome Patient Following Sildenafil Use.,Cureus,2024 Feb,Varkey A; Killian K; Melnick J,10.7759/cureus.55084,EDS_hEDS,2024
10941705,PMC10941705,"The Impact of Pregnancy in Patients with Thoracic Aortic Disease: Epidemiology, Risk Assessment, and Management Considerations.",Methodist Debakey Cardiovasc J,2024,Duarte VE; Richardson JN; Singh MN,10.14797/mdcvj.1371,EDS_hEDS,2024
10940564,PMC10940564,Successful management of splenic artery dissection after sigmoid colon perforation in vascular Ehlers-Danlos syndrome.,Surg Case Rep,2024 Mar 15,Yoshizaki M; Matsuo Y; Yasuda S; Doi S; Sakata T; Nagai M; Nakamura K; Kohara Y; Toyoda S; Tanaka T; Sho M,10.1186/s40792-024-01845-6,EDS_hEDS,2024
10917428,PMC10917428,A Possible Newly Defined and Treatable Secondary Cause of Early Morning Wake-Up Headaches in an Older Hypermobile Woman: Nutcracker Physiology with Spinal Epidural Venous Congestion.,Case Rep Neurol,2024 Jan-Dec,Rozen TD; Devcic Z; Toskich BB; Fairweather D; Bruno KA,10.1159/000537705,EDS_hEDS,2024
10906948,PMC10906948,Endovascular intervention to treat spontaneous carotid-cavernous fistula in a patient with Ehlers-Danlos Syndrome with an access site anatomical variant.,BJR Case Rep,2024 Mar,See AJX; Ashok AH; Joshi Y; Guilfoyle M; See TC,10.1093/bjrcr/uaae006,EDS_hEDS,2024
10853051,PMC10853051,Vascular Ehlers-Danlos syndrome: A null COL3A1 variant found in a patient with loin pain without marked cutaneous features (case report).,Clin Case Rep,2024 Feb,Subramaniam SR; Yeung LF; Choy LYL; Kwok JSS,10.1002/ccr3.8517,EDS_hEDS,2024
10784750,PMC10784750,Systemic pain relief after omalizumab injection in patient with hypermobile Ehlers-Danlos syndrome: A case report.,Clin Case Rep,2024 Jan,Jonik S; Rothka AJ; Cherin N,10.1002/ccr3.8431,EDS_hEDS,2024
10782094,PMC10782094,Right Hemianopsia and Right-Limb Hypesthesia Associated With Vascular Ehlers-Danlos Syndrome and Antiphospholipid Syndrome.,J Clin Neurol,2024 Jan,Kim SA; Yang W; Kim JM,10.3988/jcn.2022.0251,EDS_hEDS,2024
10781429,PMC10781429,No Increase in Acute or Late Radiation Toxicities in Patients With Ehlers-Danlos Syndrome Receiving Adjuvant Breast Radiation Therapy: A Report of Four Cases With Extended Follow-Up.,Cureus,2023 Dec,Hsieh MT; Amalaseelan J; Mohd Tahir AR; Le T; Shakespeare TP,10.7759/cureus.50346,EDS_hEDS,2023
10765638,PMC10765638,Left main and three vessels spontaneous coronary artery dissection as an incidental finding in young man with history of Hodgkin's lymphoma-a case report.,BMC Cardiovasc Disord,2024 Jan 3,Kavyani R; Salari S; Norozi Z; Hosseini S; Abdi S; Rai A; Maleki M,10.1186/s12872-023-03609-w,EDS_hEDS,2024
10761464,PMC10761464,Importance of comprehensive genetic testing for patients with suspected vascular Ehlers-Danlos syndrome: a family case report and literature review.,Front Genet,2023,Wei X; Zhou X; Xie B; Shi M; Gui C; Liu B; Li C; Zhang C; Luo J; Mi C; Gui B,10.3389/fgene.2023.1246712,EDS_hEDS,2023
10725090,PMC10725090,Familial hepatic rupture in vascular Ehlers-Danlos syndrome in pregnancy with atypical thromboses.,JRSM Open,2023 Dec,Patel J; Neville C; Kumar R; Grey-Davies E; Hutt R; van Dijk FS; Chan LY; Walter E,10.1177/20542704231215970,EDS_hEDS,2023
10695548,PMC10695548,"Comprehensive review of aortic aneurysms, dissections, and cardiovascular complications in connective tissue disorders.",Medicine (Baltimore),2023 Dec 1,Elendu C; Amaechi DC; Elendu TC; Ibhiedu JO; Torubiri AO; Okoye OK,10.1097/MD.0000000000036499,EDS_hEDS,2023
10584354,PMC10584354,Anesthetic Management of an Obstetric Patient With Ehlers-Danlos and Wolff-Parkinson-White Syndromes.,Cureus,2023 Sep,Biladeau SK; Bocard B; Grell R,10.7759/cureus.45486,EDS_hEDS,2023
10554791,PMC10554791,THU435 Atypical Femur Fractures In Antiresorptive- Therapy-naïve Patient Underscores Knowledge Gaps.,J Endocr Soc,2023 Oct 5,Gray Cater TL; Styner M,10.1210/jendso/bvad114.396,EDS_hEDS,2023
10513349,PMC10513349,The Analgesic Mismanagement of a Patient With Ehlers-Danlos Syndrome (Hypermobility Variant): A Case Report.,Cureus,2023 Sep,Gunendran T; Uma Dwarakanath N,10.7759/cureus.45713,EDS_hEDS,2023
10510186,PMC10510186,"Prevalence and quality of temporomandibular disorders, chronic pain and psychological distress in patients with classical and hypermobile Ehlers-Danlos syndrome: an exploratory study.",Orphanet J Rare Dis,2023 Sep 19,Willich L; Bohner L; Köppe J; Jackowski J; Hanisch M; Oelerich O,10.1186/s13023-023-02877-1,EDS_hEDS,2023
10488471,PMC10488471,Primary Hemostasis Disorders as a Cause of Heavy Menstrual Bleeding in Women of Reproductive Age.,J Clin Med,2023 Sep 1,Kontogiannis A; Matsas A; Valsami S; Livanou ME; Panoskaltsis T; Christopoulos P,10.3390/jcm12175702,EDS_hEDS,2023
10472575,PMC10472575,Psychological interventions for individuals with Ehlers-Danlos syndrome and hypermobility spectrum disorder: a scoping review.,Orphanet J Rare Dis,2023 Aug 31,Song JZ; Luong D; Feldman ECH; Tran S; Perrier L; Eubanks K; Bayley M; Kastner M; Slepian M; Munce SEP,10.1186/s13023-023-02799-y,EDS_hEDS,2023
10473008,PMC10473008,Precision medicine using whole genome sequencing in a cat identifies a novel COL5A1 variant for classical Ehlers-Danlos syndrome.,J Vet Intern Med,2023 Sep-Oct,McElroy A; Gray-Edwards H; Coghill LM; Lyons LA,10.1111/jvim.16805,EDS_hEDS,2023
10455523,PMC10455523,Bowel Perforation in Vascular Ehlers-Danlos Syndrome: Case Report and Comprehensive Review.,J Pers Med,2023 Aug 10,Menni A; Tzikos G; Sarafis A; Ververi A; Chatziantoniou G; Rafailidis V; Panidis S; Goulas P; Karlafti E; Apostolidis S; Giouleme O; Michalopoulos A; Paramythiotis D,10.3390/jpm13081247,EDS_hEDS,2023
10426500,PMC10426500,Management of shoulder instability in hypermobility-type Ehlers-Danlos syndrome.,JSES Rev Rep Tech,2021 Aug,Broida SE; Sweeney AP; Gottschalk MB; Wagner ER,10.1016/j.xrrt.2021.03.002,EDS_hEDS,2021
10406510,PMC10406510,Retrospective Evaluation of Urological Problems in Rare Childhood Syndromes.,Cureus,2023 Jul,Yener S; Şahin C; Ilce Z,10.7759/cureus.41577,EDS_hEDS,2023
10397162,PMC10397162,A case of sigmoid colon perforation due to segmental absence of intestinal musculature (SAIM) accompanied by vascular Ehlers-Danlos syndrome: a case report.,Surg Case Rep,2023 Aug 2,Funaki K; Akagi T; Shiroshita H; Itai Y; Watanabe K; Shuto T; Ueda Y; Etoh T; Miyamoto S; Daa T; Inomata M,10.1186/s40792-023-01721-9,EDS_hEDS,2023
10368949,PMC10368949,Therapeutic difficulties in a patient with Ehlers-Danlos syndrome and numerous symptomatic premature ventricular contractions-case report and literature review.,Front Cardiovasc Med,2023,Sławiński G; Wabich E; Hawryszko M; Daniłowicz-Szymanowicz L; Chevalier P,10.3389/fcvm.2023.1171541,EDS_hEDS,2023
10369693,PMC10369693,"Perioperative opioid-minimization approach as a useful protocol in the management of patients with Ehlers-Danlos syndrome-hypermobility type, craniocervical instability and severe chronic pain who are to undergo occipito-cervical fixation.",Orphanet J Rare Dis,2023 Jul 25,Ramírez-Paesano C; Rodiera Clarens C; Sharp Segovia A; Coila Bustinza A; Rodiera Olive J; Juanola Galceran A,10.1186/s13023-023-02829-9,EDS_hEDS,2023
10315244,PMC10315244,A case of urinary calculus in a patient with Ehlers-Danlos syndrome.,IJU Case Rep,2023 Jul,Owa S; Hattori Y; Yonemura S; Sakurai M,10.1002/iju5.12587,EDS_hEDS,2023
10294281,PMC10294281,Multiple Dermatomyofibromas in a Patient with Ehlers-Danlos Syndrome.,Case Rep Dermatol,2023 Jan-Dec,Derbyshire ML; Brady AL; Farah RS,10.1159/000530423,EDS_hEDS,2023
10298114,PMC10298114,Spinal Deformity in Ehlers-Danlos Syndrome: Focus on Musculocontractural Type.,Genes (Basel),2023 May 27,Uehara M; Takahashi J; Kosho T,10.3390/genes14061173,EDS_hEDS,2023
10264792,PMC10264792,Non-oral manifestations in adults with a clinical and molecularly confirmed diagnosis of periodontal Ehlers-Danlos syndrome.,Front Genet,2023,Angwin C; Zschocke J; Kammin T; Björck E; Bowen J; Brady AF; Burns H; Cummings C; Gardner R; Ghali N; Gröbner R; Harris J; Higgins M; Johnson D; Lepperdinger U; Milnes D; Pope FM; Sehra R; Kapferer-Seebacher I; Sobey G; Van Dijk FS,10.3389/fgene.2023.1136339,EDS_hEDS,2023
10246933,PMC10246933,The Benefits of Osteopathic Manipulative Treatment on a Patient With Ehlers-Danlos Syndrome.,Cureus,2023 May,Khokhar D; Powers B; Yamani M; Edwards MA,10.7759/cureus.38698,EDS_hEDS,2023
10238461,PMC10238461,Endovascular repair of a common iliac artery aneurysm with an iliac branch device in a patient with vascular Ehlers-Danlos syndrome due to a null COL3A1 variant.,J Vasc Surg Cases Innov Tech,2023 Jun,Shalhub S; Byers PH,10.1016/j.jvscit.2023.101192,EDS_hEDS,2023
10208411,PMC10208411,"Female reproductive health impacts of Long COVID and associated illnesses including ME/CFS, POTS, and connective tissue disorders: a literature review.",Front Rehabil Sci,2023,Pollack B; von Saltza E; McCorkell L; Santos L; Hultman A; Cohen AK; Soares L,10.3389/fresc.2023.1122673,EDS_hEDS,2023
10199502,PMC10199502,Fatigue in patients with syndromic heritable thoracic aortic disease: a systematic review of the literature and a qualitative study of patients' experiences and perceptions.,Orphanet J Rare Dis,2023 May 19,Velvin G; Johansen H; Østertun-Geirdal A; Bathen T,10.1186/s13023-023-02709-2,EDS_hEDS,2023
10182206,PMC10182206,Repeated intestinal perforations in vascular Ehlers-Danlos syndrome: a case report of a novel mutation in the COL3A1 gene.,Surg Case Rep,2023 May 12,Horino T; Miyamoto Y; Ohuchi M; Ogawa K; Yoshida N; Ishiko T; Kukinaka C; Sasaki R; Ohba T; Baba H,10.1186/s40792-023-01643-6,EDS_hEDS,2023
10166575,PMC10166575,Peripheral Nerve Stimulator for Pain After Surgery for Ulnar Neuropathy at the Elbow.,Cureus,2023 Apr,Mysior C; Walch N; Gargya A,10.7759/cureus.37297,EDS_hEDS,2023
10149087,PMC10149087,Manual Therapy and Exercise for the Management of Chronic Neck Pain With Multiple Neurovascular Comorbidities: A Case Report.,Cureus,2023 Mar,Mayo Z; Keating C,10.7759/cureus.36961,EDS_hEDS,2023
10140053,PMC10140053,Iatrogenic distal aortic rupture in a patient with vascular Ehlers-Danlos syndrome.,J Vasc Surg Cases Innov Tech,2023 Jun,Zagzoog MM; Crawford SA; Le Houérou T; Gaudin A; Haulon S; Fabre D,10.1016/j.jvscit.2023.101156,EDS_hEDS,2023
10147518,PMC10147518,Ascending Aortic Aneurysm in an Asymptomatic Young Woman Without Risk Factors.,CASE (Phila),2023 Apr,Kharawala A; Barzallo D; Thankachen J; Thachil R,10.1016/j.case.2022.11.005,EDS_hEDS,2023
10062526,PMC10062526,Case report and discussion: Pre-implantation genetic diagnosis with surrogacy in vascular Ehlers-Danlos syndrome.,Front Genet,2023,Angwin C; Ghali N; Stephanie van Dijk F,10.3389/fgene.2023.1147607,EDS_hEDS,2023
10035622,PMC10035622,Aortic Dissection in a Patient with Novel Frameshift COL5A1 Variant of Classical Ehlers-Danlos Syndrome.,Eur J Case Rep Intern Med,2023,Caley L; Campar A; Mendonça T; Farinha F,10.128f90/2023_003698,EDS_hEDS,2023
9981282,PMC9981282,Pelvic Organ Prolapse in Ehlers-Danlos Syndrome.,Case Rep Urol,2023,Nazemi A; Shapiro K; Nagpal S; Rosenblum N; Brucker BM,10.1155/2023/6863711,EDS_hEDS,2023
9980260,PMC9980260,"Sensory profiling in classical Ehlers-Danlos syndrome: a case-control study revealing pain characteristics, somatosensory changes, and impaired pain modulation.",medRxiv,2023 Feb 26,Colman M; Syx D; de Wandele I; Rombaut L; Wilie D; Malfait Z; Meeus M; Malfait AM; Van Oosterwijck J; Malfait F,10.1101/2023.02.24.23286404,EDS_hEDS,2023
9969762,PMC9969762,A severe case of PLOD1-related kyphoscoliotic Ehlers-Danlos syndrome associated with several arterial and venous complications: A case report.,Clin Case Rep,2023 Feb,Foy M; Métay C; Frank M; Denarié N; Adham S; Billon C; Legrand A; Jeunemaitre X; Gillas F; Gaudon K; De Mazancourt P; Mekki A; Carlier R; Benistan K,10.1002/ccr3.6760,EDS_hEDS,2023
9885422,PMC9885422,A case of Ehlers-Danlos syndrome presenting as short stature: a novel mutation in SLC39A13 causing spondylodysplastic Ehlers-Danlos syndrome.,Oxf Med Case Reports,2023 Jan,Agrawal P; Kaur H; Kondekar A; Rathi S,10.1093/omcr/omac107,EDS_hEDS,2023
9870015,PMC9870015,Atypical presentation of forearm compartment syndrome in a case of vascular type Ehlers-Danlos syndrome.,Case Reports Plast Surg Hand Surg,2023,Yeung T; Chow CSE,10.1080/23320885.2022.2158833,EDS_hEDS,2023
9842784,PMC9842784,The value of dynamic elastomeric fabric orthoses in the management of a complex hypermobile Ehlers-Danlos syndrome patient: A case report.,Clin Case Rep,2023 Jan,Higo A; Pearce G; Palmer S; Grant L,10.1002/ccr3.6821,EDS_hEDS,2023
9796896,PMC9796896,Oral characteristics in adult individuals with periodontal Ehlers-Danlos syndrome.,J Clin Periodontol,2022 Dec,Lepperdinger U; Angwin C; Milnes D; Sobey G; Ghali N; Johnson D; Brady AF; Kammin T; Bowen JM; Gröbner R; Lundberg P; Scott J; Zschocke J; van Dijk FS; Kapferer-Seebacher I,10.1111/jcpe.13698,EDS_hEDS,2022
9724511,PMC9724511,Unusual presentation of Loeys-Dietz syndrome: A case report of clinical findings and treatment challenges.,World J Clin Cases,2022 Nov 26,Azrad-Daniel S; Cupa-Galvan C; Farca-Soffer S; Perez-Zincer F; Lopez-Acosta ME,10.12998/wjcc.v10.i33.12247,EDS_hEDS,2022
9710336,PMC9710336,Proximal tibiofibular joint (PTFJ) dislocation due to Ehlers-Danlos syndrome: posterolateral open-wedge high tibial osteotomy combined with medial closed-wedge distal femoral osteotomy can correct the severe valgus deformity with a markedly increased tibial posterior slope.,BMJ Case Rep,2022 Nov 29,Amemiya M; Nakamura R; Yoshimura M; Takagi T,10.1136/bcr-2022-250308,EDS_hEDS,2022
9701907,PMC9701907,A Case of Spondylodysplastic Ehlers-Danlos Syndrome With Comorbid Hypophosphatasia.,AACE Clin Case Rep,2022 Nov-Dec,Dattagupta A; Williamson S; El Nihum LI; Petak S,10.1016/j.aace.2022.08.005,EDS_hEDS,2022
9703103,PMC9703103,Classical Ehlers-Danlos syndrome with severe kyphoscoliosis due to a novel pathogenic variant of COL5A2.,Clin Case Rep,2022 Nov,Foy M; de Mazancourt P; Bremond Gignac D; Gillas F; Trigui N; Mekki A; Carlier R; Benistan K,10.1002/ccr3.6338,EDS_hEDS,2022
9690363,PMC9690363,Novel Homozygous ADAMTS2 Variants and Associated Disease Phenotypes in Dogs with Dermatosparactic Ehlers-Danlos Syndrome.,Genes (Basel),2022 Nov 19,Jaffey JA; Bullock G; Guo J; Mhlanga-Mutangadura T; O'Brien DP; Coates JR; Morrissey R; Hutchison R; Donnelly KS; Cohn LA; Katz ML; Johnson GS,10.3390/genes13112158,EDS_hEDS,2022
9689626,PMC9689626,Clinical Presentation and Characteristics of the Upper Extremity in Patients with Musculocontractural Ehlers-Danlos Syndrome.,Genes (Basel),2022 Oct 29,Isobe F; Hayashi M; Kobayashi R; Nakamura M; Kosho T; Takahashi J,10.3390/genes13111978,EDS_hEDS,2022
9649364,PMC9649364,Cleidocranial dysplasia with hypermobile Ehlers-Danlos syndrome: A case report.,Radiol Case Rep,2023 Jan,Ibrahim R; Hamadah O; Abdul-Hak M; Alshawa A; Alouda MA,10.1016/j.radcr.2022.10.038,EDS_hEDS,2023
9634265,PMC9634265,"Multifocal periapical cemental dysplasia in periodontal Ehlers-Danlos syndrome combined with leukoencephalopathy in the mutation of c.890G > a, G297D [pEDS].",Clin Case Rep,2022 Nov,Nilius M; Nilius MH; Müller C; Lauer G; Berit K; Marcus K,10.1002/ccr3.6490,EDS_hEDS,2022
9609512,PMC9609512,Craniocervical Instability in Ehlers-Danlos Syndrome-A Systematic Review of Diagnostic and Surgical Treatment Criteria.,Global Spine J,2022 Oct,Lohkamp LN; Marathe N; Fehlings MG,10.1177/21925682211068520,EDS_hEDS,2022
9128968,PMC9128968,Dental Manifestations of Ehlers-Danlos Syndromes: A Systematic Review.,Acta Derm Venereol,2020 Mar 25,Kapferer-Seebacher I; Schnabl D; Zschocke J; Pope FM,10.2340/00015555-3428,EDS_hEDS,2020
9552984,PMC9552984,Multi-exon COL5A1 deletion in a child with classical Ehlers-Danlos syndrome: A case report expanding the allelic spectrum and showing evidence of parental gonosomal mosaicism.,Clin Case Rep,2022 Oct,Strang-Karlsson S; Keigwin S; Anttonen AK; Baker D; Bean K; Jakkula E,10.1002/ccr3.6455,EDS_hEDS,2022
9544979,PMC9544979,Hypermobile Ehlers-Danlos syndrome and disorders of the gastrointestinal tract: What the gastroenterologist needs to know.,J Gastroenterol Hepatol,2022 Sep,Thwaites PA; Gibson PR; Burgell RE,10.1111/jgh.15927,EDS_hEDS,2022
9544160,PMC9544160,Carriers of COL3A1 pathogenic variants in Denmark: Interfamilial variability in severity and outcome of elective surgical procedures.,Clin Genet,2022 Sep,Sølyst S; Oksjoki R; Farholt S; Nielsen DG; Christensen AH; Fagerberg CR; Risom L; Gregersen PA; Christensen MB; Rasmussen TB; Diness BR,10.1111/cge.14176,EDS_hEDS,2022
9482467,PMC9482467,Multidisciplinary Approach to Treating Chronic Pain in Patients with Ehlers-Danlos Syndrome: Critically Appraised Topic.,J Pain Res,2022,Whalen KC; Crone W,10.2147/JPR.S377790,EDS_hEDS,2022
9470354,PMC9470354,Motor Skill Improvement Using Compressive Garments in a Child with Multidimensional Impairments and Ehlers-Danlos Syndrome.,Case Rep Psychiatry,2022,Xavier J; Gauthier S; Zammouri I; Anzalone SM; Cohen D,10.1155/2022/5819406,EDS_hEDS,2022
9408984,PMC9408984,Connective Tissue Disorders and Fragile X Molecular Status in Females: A Case Series and Review.,Int J Mol Sci,2022 Aug 13,Butler MG; Hossain WA; Steinle J; Gao H; Cox E; Niu Y; Quach M; Veatch OJ,10.3390/ijms23169090,EDS_hEDS,2022
